T,psma,hlinucb,tsicf,gcl2c,glmucb
1320,29.909963,145.729658,173.570129,42.273132,141.536954
1340,30.129821,148.021323,176.127658,42.640227,143.509777
1360,30.346570,150.413027,178.597978,42.986506,145.476658
1380,30.567688,152.523642,181.216654,43.287993,147.428199
1400,30.758928,154.705081,183.901777,43.607324,149.353535
1420,30.941343,156.859918,186.487455,43.931991,151.190473
1440,31.118500,158.938376,189.041055,44.229080,153.109839
1460,31.301996,161.061914,191.644367,44.549487,155.010825
1480,31.504419,163.120852,194.170905,44.861529,156.929429
1500,31.695378,165.092167,196.824554,45.177229,158.763023
1520,31.896877,167.060969,199.476616,45.487239,160.614622
1540,32.103537,168.943305,201.972166,45.817367,162.397228
1560,32.316086,170.930125,204.605100,46.108547,164.281831
1580,32.502125,172.944743,207.167552,46.404197,166.130588
1600,32.692987,174.851135,209.661682,46.682506,167.940629
1620,32.875186,176.810899,212.336975,46.966595,169.777678
1640,33.053724,178.714119,215.020702,47.237288,171.602232
1660,33.225331,180.682341,217.546743,47.500879,173.374372
1680,33.414062,182.505672,220.154391,47.803239,175.163360
1700,33.586420,184.277867,222.693599,48.094317,176.928375
1720,33.741996,186.154232,225.283625,48.367625,178.685765
1740,33.901306,188.227344,227.815668,48.637892,180.391566
1760,34.063358,190.244888,230.407056,48.880728,182.124416
1780,34.222685,192.292330,233.083060,49.146320,183.981199
1800,34.405468,194.328578,235.660598,49.450857,185.793410
1820,34.557949,196.352581,238.298289,49.722435,187.558209
1840,34.715465,198.477635,241.106588,49.985507,189.358055
1860,34.866463,200.560897,243.873196,50.221332,191.088804
1880,35.032161,202.824414,246.634448,50.502578,192.884564
1900,35.171137,205.197837,249.455065,50.724858,194.642460
1920,35.318469,207.374388,252.145769,50.976509,196.374185
1940,35.448641,209.499720,254.861538,51.217497,198.067291
1960,35.603183,211.595483,257.620049,51.441561,199.748665
1980,35.735518,213.697751,260.263874,51.678519,201.426047
2000,35.882575,215.843916,262.862091,51.929799,203.082868
